A211	14.200370	-103.473841	-40.322235	0.071268	-0.996921	-0.032715
A190	-82.477918	-80.696039	-3.414978	-0.602958	-0.796090	0.051795
A53	-21.781758	-64.239655	87.957872	-0.045557	-0.626821	0.777831
A192	-42.778651	-109.724998	-18.818474	0.099630	-0.994676	-0.026360
A73	-79.001447	39.648152	80.507898	-0.609695	0.368364	0.701841
A226	-45.761803	-109.072257	-47.584653	0.107091	-0.993899	-0.026376
A136	-111.565565	22.474060	41.543076	-0.919223	0.206633	0.335159
A184	-111.302412	46.660639	5.079999	-0.880186	0.442779	0.170936
A51	-58.682992	-42.557361	92.045704	-0.396978	-0.425277	0.813356
A237	-124.386542	38.069167	-50.116602	-0.927776	0.329700	0.174729
A77	-78.801083	-41.768265	78.375933	-0.618870	-0.404830	0.673136
A129	5.661151	100.810661	23.369795	0.100953	0.981755	0.161133
A131	-36.179079	98.170667	33.553545	-0.170333	0.953732	0.247753
A198	-27.982239	112.496540	-28.507948	0.100204	0.993477	0.054431
A197	-5.724166	110.599352	-31.386254	0.110502	0.992804	0.046136
A182	-81.858320	83.997285	1.262825	-0.579385	0.802764	0.141012
A46	-43.065426	54.030174	92.626766	-0.264379	0.518383	0.813254
A92	111.260190	61.739855	28.678904	0.749468	0.608807	0.260101
A41	59.433806	62.613006	75.339849	0.221882	0.626712	0.746994
A90	132.774412	21.110489	23.645788	0.960149	0.169104	0.222524
A7	59.573294	20.983932	95.392769	0.225704	0.195356	0.954408
A23	38.407849	45.301239	91.745662	0.204486	0.439736	0.874539
A83	33.643330	-81.729785	58.456886	0.151489	-0.825019	0.544422
A154	67.411300	95.146015	-7.972400	0.299342	0.954088	0.010477
A34	57.986136	-45.463452	85.219021	0.206764	-0.490095	0.846791
A17	59.739404	-24.162312	93.546332	0.234932	-0.278010	0.931407
A18	81.032240	-22.514695	86.514474	0.432001	-0.272283	0.859789
A248	52.013885	-94.779607	-74.152020	0.390448	-0.906395	-0.161241
A149	94.191836	-79.527376	6.039542	0.542529	-0.839685	0.024340
A118	110.992472	-61.191838	24.524503	0.716554	-0.659707	0.226580
A208	-75.576032	-86.972283	-23.292088	-0.512382	-0.856686	0.059611
A152	134.421540	-23.041315	0.881340	0.967314	-0.253420	-0.009092
A140	-92.657239	-62.523399	36.551927	-0.745785	-0.605731	0.277300
A144	-13.994515	-100.562525	25.763128	0.025015	-0.985853	0.165732
A209	-27.561308	-107.449369	-35.955841	0.104650	-0.994011	-0.031477
A110	-51.978085	-84.914617	53.199844	-0.341075	-0.830508	0.440369
A111	-31.983444	-91.500925	50.189100	-0.164546	-0.903280	0.396245
A244	-31.316555	-107.121976	-62.196683	0.112195	-0.993636	-0.009982
A185	-119.241610	24.351117	4.461864	-0.957587	0.228215	0.175909
A246	11.163807	-102.605136	-67.563524	0.096317	-0.995318	-0.008072
A162	-102.576537	56.266950	21.171820	-0.831165	0.531454	0.163470
A106	-102.227192	-20.952759	61.062307	-0.831901	-0.194574	0.519695
A187	-118.982558	-22.346410	3.870584	-0.966039	-0.212768	0.146621
A48	-67.832556	19.629290	96.174140	-0.492922	0.179813	0.851290
A221	-124.200792	-21.808455	-32.899062	-0.962961	-0.225371	0.148034
A196	15.413465	108.552615	-34.371766	0.108857	0.993384	0.036589
A133	-76.481136	79.239493	38.297244	-0.574513	0.758908	0.306585
A158	-24.395742	110.534021	-0.739020	0.091062	0.995190	0.036126
A44	-1.483637	63.708029	89.225016	0.149767	0.607754	0.779875
A134	-92.280674	63.126426	40.121662	-0.723749	0.607789	0.326772
A216	-87.475934	84.788282	-35.524595	-0.598089	0.790082	0.134392
